1529,36;1506,08
1429,39;1427,53
1423,4;1417,58
1540,14;1512,8
1447;1443,1
1407,76;1405,81
1534,77;1506,91
1463,87;1452,38
1399,09;1395,79
1515,77;1492,13
1491,02;1476,76
1405,34;1403,09
1474,91;1459,12
1519,47;1494,47
1414,67;1411,95
1435,59;1426,89
1524,24;1497,9
1426,83;1420,99
1414,79;1409,42
1528,51;1501,39
1446,07;1439,84
1407,3;1404,18
1522,32;1498,77
1462,53;1453,2
1403,31;1401,08
1503,22;1482,56
1492,08;1474,42
1410,75;1406,81
1465,4;1451,2
1517,16;1492,95
1420,85;1418,52
1436,23;1425,29
1531,9;1506,88
1437,99;1432,81
1415,48;1410,44
1528,85;1504,34
1451,13;1443,76
1402,5;1398,81
1515,03;1488,75
1468,66;1455,52
1399,04;1394,92
1483,98;1464,81
1487,35;1467,99
1403,5;1398,7
1449,55;1434,93
1519,01;1494,59
1424,22;1419,34
1428,14;1418,37
1532,74;1505,86
1443,3;1437,19
1415,69;1407,75
1528,96;1502,99
1456,07;1447,98
1404,97;1400,92
1516,27;1492,25
1481,5;1467,04
1407,9;1405,56
1485,97;1467,69
1507,89;1486,53
1418,66;1415,31
1449,8;1438,35
1526,46;1503,63
1430,39;1428,75
1423,89;1418,19
1533,06;1505,77
1445,91;1439,59
1412,1;1406,5
1527,17;1499,93
1460,06;1448,89
1404,52;1401,37
1511,15;1487,59
1488,72;1472,04
1409,07;1405,62
1474,33;1460,39
1514,29;1492,66
1421,86;1418,37
1441,62;1432,55
1529,71;1505,62
1434,45;1429,74
1418,59;1413,79
1530,41;1503,57
1449,47;1443,38
1409;1403,51
1523,17;1495,99
1465,4;1451,81
1404,74;1400,39
1501,49;1479,76
1493,66;1475,46
1411,54;1409,78
1463,35;1452,69
1521,02;1496,14
1425,22;1422,56
1435,97;1427,31
1534,21;1507,89
1439,15;1433,32
1416,06;1408,25
1529,14;1503,25
1453,72;1445,66
1406,23;1399,76
1521,79;1494,11
1479,37;1465,53
1406,84;1404,81
1490,32;1472,2
1505,18;1483,9
1417,3;1413,99
1456,45;1442,58
1527,35;1503,3
1428,38;1426,14
1427,78;1419,33
1537,45;1508,78
1448,1;1441,1
1413,2;1407,25
1530,16;1502,75
1459,12;1450,3
1404,04;1399,64
1515,81;1491,61
1486,15;1471,61
1407,79;1405,4
1481,02;1462,72
1512,75;1491,38
1421,09;1417,73
1446,12;1437,12
1531,96;1507,9
1433,13;1430,88
1420,38;1416,81
1533,75;1509,97
1451,14;1444,13
1409,83;1406,33
1526,03;1499,84
1464,38;1453,73
1404,23;1401,35
1508,57;1485,13
1497,2;1475,7
1413,31;1407,45
1469,12;1456,41
1519,02;1498
1424,22;1421,04
1437,92;1429
1535,18;1506,29
1439,64;1432,52
1416,3;1410,3
1531,71;1506,71
1455;1447,39
1406,88;1403,07
1524,55;1498,21
1478,31;1462,69
1406,31;1403,39
1497,39;1476,38
1503,83;1483,55
1416,62;1413,82
1458,56;1447,38
1525,95;1503,26
1427,69;1423,67
1429,88;1422,98
1536,05;1510,61
1444,96;1439,57
1414,07;1408,93
1530,59;1506,03
1459,33;1451,94
1404,15;1402,9
1518,3;1495,68
1484,96;1471,2
1409,63;1407,65
1484,39;1468,73
1514,43;1491,94
1421,93;1418,01
1451,43;1442,14
1534,61;1510,42
1436,91;1432,14
1424,71;1419,88
1535,91;1511,5
1449,77;1444,9
1411,59;1409,16
1529,35;1503,7
1466,05;1455,66
1407,51;1402,32
1512,65;1488,06
1496,79;1477,17
1415,55;1408,18
1472,68;1456,78
1520,8;1495,74
1425,11;1422,36
1440,81;1432,1
1536,63;1510,28
1440,36;1434,52
1419,1;1413,74
1533,11;1508,43
1455,7;1450,7
1407,23;1407,17
1524,73;1500,26
1475,95;1463,72
1405,13;1403,9
1494,35;1476,63
1502,31;1481,23
1415,87;1410,21
1458,18;1445,58
1525,77;1499,91
1427,59;1422
1427,38;1419,7
1532,36;1506,53
1440,67;1437,53
1409,48;1405,47
1525,86;1499,41
1454,52;1446,19
1399,3;1397,58
1510,99;1485,69
1478,86;1463,76
1404,14;1399,04
1476,75;1459,54
1505,73;1484,9
1415,13;1412,05
1443,15;1431,83
1523,14;1500,37
1426,28;1424,67
1414,51;1411,26
1528,37;1502,31
1443,56;1437,86
1403,6;1398,3
1518,03;1493,38
1457,94;1448,06
1396,12;1396,07
1499,63;1480,05
1487,84;1470,72
1406,19;1402,52
1463,11;1451,5
1513,57;1490,66
1416,61;1414,93
1431,67;1423,5
1527,17;1501,09
1430,74;1427,48
1409,41;1402,89
1525,82;1498,12
1449,61;1440,65
1399,29;1397,26
1515,87;1490,42
1471,52;1458,8
1400,47;1399
1487,14;1471,74
1496,26;1481,23
1410,4;1410,21
1450,56;1440,69
1521,95;1499,91
1423,24;1419,56
1422,77;1416,03
1530,05;1504,69
1439,51;1434,17
1406,46;1401,34
1521,9;1497,35
1452,54;1445,16
1398,32;1397,06
1510,5;1485,43
1481,05;1466,08
1402,8;1400,2
1473,64;1457,67
1509,06;1486,41
1416,8;1412,81
1439,09;1429,77
1526;1501,78
1427,71;1422,94
1415,22;1407,95
1528,73;1500,65
1446,18;1437,03
1402,46;1397,89
1519,9;1493,18
1461,32;1450,4
1397,82;1397,24
1498,03;1478,19
1491,93;1477,12
1408,23;1408,16
1461,69;1449,44
1520,19;1494,51
1422,36;1416,86
1429,66;1422,02
1528,61;1505,24
1436,35;1431,99
1409,77;1402,7
1526;1498,03
1452,15;1443,05
1400,56;1398,46
1514,06;1488,57
1475,51;1460,32
1402,46;1397,31
1480,8;1463,56
1500,42;1482,03
1412,48;1408,17
1444,26;1434,78
1521,25;1496,96
1422,89;1420,52
1417,7;1411,63
1527,52;1500,05
